,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
40810,1,Internet,RoundTrip,45,5,1,6,PENPVG,China,1,1,1,5.33,0
40811,1,Internet,RoundTrip,110,5,23,6,PENPVG,Malaysia,0,0,0,5.33,1
40812,1,Mobile,RoundTrip,52,5,9,1,PENPVG,China,0,0,0,5.33,0
40813,1,Mobile,RoundTrip,66,5,14,2,PENPVG,China,0,0,0,5.33,1
40814,3,Internet,RoundTrip,213,5,7,2,PENPVG,Malaysia,0,0,0,5.33,0
40815,1,Internet,RoundTrip,10,5,10,3,PENSYD,Malaysia,1,0,0,8.58,1
40816,1,Internet,RoundTrip,215,5,6,6,PENSYD,Australia,0,0,0,8.58,0
40817,1,Internet,RoundTrip,55,5,7,5,PENSYD,Australia,1,0,0,8.58,0
40818,1,Internet,RoundTrip,12,5,1,3,PENSYD,Malaysia,1,0,1,8.58,0
40819,4,Internet,RoundTrip,49,5,10,4,PENSYD,Malaysia,1,0,0,8.58,0
40820,2,Internet,RoundTrip,7,5,13,3,PENSYD,Malaysia,1,1,1,8.58,1
40821,1,Internet,RoundTrip,17,5,3,3,PENSYD,Malaysia,1,0,0,8.58,1
40822,1,Internet,RoundTrip,10,5,15,3,PENSYD,Australia,0,0,0,8.58,0
40823,1,Internet,RoundTrip,11,5,8,5,PENSYD,Malaysia,0,0,0,8.58,0
40824,2,Mobile,RoundTrip,23,5,10,4,PENSYD,Malaysia,1,1,1,8.58,0
40825,1,Internet,RoundTrip,9,5,9,3,PENSYD,Australia,0,0,0,8.58,0
40826,1,Internet,RoundTrip,72,5,8,3,PENSYD,Malaysia,0,0,1,8.58,0
40827,1,Internet,RoundTrip,54,5,6,1,PENSYD,Malaysia,1,0,0,8.58,1
40828,3,Internet,RoundTrip,48,5,8,5,PENSYD,Australia,1,0,0,8.58,0
40829,1,Internet,RoundTrip,0,5,1,3,PENSYD,Malaysia,0,0,0,8.58,0
40830,1,Internet,RoundTrip,176,5,5,1,PENSYD,Malaysia,0,0,0,8.58,0
40831,1,Internet,RoundTrip,31,5,13,7,PENSYD,Australia,0,0,0,8.58,0
40832,2,Internet,RoundTrip,189,5,10,6,PENSYD,Malaysia,1,1,1,8.58,1
40833,2,Internet,RoundTrip,22,5,11,4,PENSYD,Malaysia,1,1,1,8.58,1
40834,3,Internet,RoundTrip,88,5,8,6,PENSYD,Malaysia,1,0,0,8.58,0
40835,1,Internet,RoundTrip,22,5,8,5,PENSYD,Malaysia,1,0,0,8.58,1
40836,4,Internet,RoundTrip,21,5,7,5,PENSYD,Malaysia,1,1,0,8.58,0
40837,2,Internet,RoundTrip,43,5,17,2,PENSYD,Malaysia,1,1,1,8.58,0
40838,2,Mobile,RoundTrip,91,5,8,5,PENSYD,Australia,0,0,1,8.58,0
40839,4,Internet,RoundTrip,274,5,16,7,PENSYD,Malaysia,1,0,1,8.58,0
40840,1,Internet,RoundTrip,13,5,11,2,PENSYD,Australia,0,0,1,8.58,0
40841,1,Internet,RoundTrip,23,5,4,5,PENSYD,Germany,1,0,0,8.58,0
40842,1,Internet,RoundTrip,11,5,10,2,PENSYD,Malaysia,1,0,0,8.58,0
40843,9,Internet,RoundTrip,10,5,6,5,PENSYD,Malaysia,0,0,0,8.58,1
40844,1,Internet,RoundTrip,202,5,8,2,PENSYD,Australia,0,1,0,8.58,0
40845,2,Internet,RoundTrip,19,5,12,1,PENSYD,Australia,1,1,1,8.58,1
40846,2,Internet,RoundTrip,219,5,1,1,PENSYD,Australia,1,1,1,8.58,0
40847,1,Internet,RoundTrip,16,5,17,3,PENSYD,Malaysia,1,1,0,8.58,1
40848,2,Internet,RoundTrip,199,5,7,1,PENSYD,Australia,0,0,1,8.58,0
40849,1,Internet,RoundTrip,9,5,11,2,PENTPE,Taiwan,0,0,0,4.67,0
40850,6,Mobile,RoundTrip,279,5,7,3,PENTPE,Malaysia,1,0,1,4.67,0
40851,3,Internet,RoundTrip,359,5,5,1,PENTPE,Malaysia,1,0,0,4.67,1
40852,1,Internet,RoundTrip,289,5,1,1,PENTPE,Malaysia,0,0,1,4.67,1
40853,2,Internet,RoundTrip,15,5,1,3,PENTPE,Malaysia,1,0,1,4.67,1
40854,1,Internet,RoundTrip,406,5,7,3,PENTPE,Malaysia,0,1,0,4.67,0
40855,1,Internet,RoundTrip,33,5,16,7,PENTPE,Malaysia,0,0,0,4.67,0
40856,3,Internet,RoundTrip,16,5,7,2,PENTPE,Malaysia,1,0,0,4.67,0
40857,2,Internet,RoundTrip,55,5,18,3,PENTPE,Taiwan,1,0,1,4.67,1
40858,1,Internet,RoundTrip,289,5,2,5,PENTPE,Malaysia,0,0,0,4.67,0
40859,2,Internet,RoundTrip,29,5,3,5,PENTPE,Malaysia,1,1,1,4.67,0
40860,3,Internet,RoundTrip,15,5,14,7,PENTPE,Malaysia,1,1,0,4.67,1
40861,2,Mobile,RoundTrip,37,5,4,7,PENTPE,Singapore,1,1,1,4.67,1
40862,2,Internet,RoundTrip,9,5,14,7,PENTPE,Malaysia,1,1,1,4.67,0
40863,3,Internet,RoundTrip,339,5,4,1,PENTPE,Singapore,0,0,1,4.67,1
40864,2,Internet,RoundTrip,168,5,6,3,PENTPE,Malaysia,1,0,0,4.67,0
40865,2,Internet,RoundTrip,135,5,11,4,PENTPE,Malaysia,1,0,0,4.67,1
40866,4,Internet,RoundTrip,139,5,12,7,PENTPE,Malaysia,1,0,0,4.67,1
40867,4,Internet,RoundTrip,187,5,11,5,PENTPE,New Zealand,1,0,0,4.67,0
40868,3,Internet,RoundTrip,7,5,6,1,PENTPE,Malaysia,1,0,0,4.67,0
40869,2,Internet,RoundTrip,51,5,21,6,PENTPE,Malaysia,1,0,0,4.67,1
40870,1,Mobile,RoundTrip,23,5,8,3,PENTPE,Malaysia,1,1,1,4.67,1
40871,2,Internet,RoundTrip,8,5,13,3,PENTPE,Malaysia,1,0,0,4.67,0
40872,1,Mobile,RoundTrip,159,5,9,1,PENTPE,Malaysia,0,0,0,4.67,0
40873,2,Internet,RoundTrip,10,5,9,6,PENTPE,Malaysia,1,0,0,4.67,1
40874,1,Mobile,RoundTrip,2,5,0,5,PENTPE,Malaysia,0,0,1,4.67,0
40875,1,Internet,RoundTrip,8,5,3,6,PENTPE,Malaysia,1,1,1,4.67,1
40876,1,Internet,RoundTrip,5,5,13,1,PENTPE,Taiwan,1,0,1,4.67,1
40877,2,Internet,RoundTrip,170,5,1,2,PENTPE,Malaysia,0,0,0,4.67,0
40878,2,Internet,RoundTrip,15,5,12,1,PENTPE,Malaysia,1,0,0,4.67,0
40879,1,Internet,RoundTrip,137,5,16,6,PENTPE,Malaysia,1,1,1,4.67,0
40880,1,Internet,RoundTrip,140,5,11,5,PENTPE,Malaysia,1,0,0,4.67,0
40881,2,Internet,RoundTrip,191,5,8,4,PENTPE,Malaysia,1,0,1,4.67,1
40882,3,Internet,RoundTrip,275,5,15,3,PENTPE,Taiwan,1,0,0,4.67,0
40883,2,Internet,RoundTrip,21,5,7,2,PENTPE,Taiwan,1,0,1,4.67,0
40884,2,Internet,RoundTrip,75,5,4,7,PENTPE,Malaysia,1,0,0,4.67,1
40885,3,Internet,RoundTrip,66,5,11,6,PENTPE,Taiwan,1,0,0,4.67,0
40886,2,Internet,RoundTrip,117,5,14,4,PENTPE,Malaysia,1,0,0,4.67,0
40887,1,Internet,RoundTrip,5,5,3,2,PENTPE,Malaysia,1,1,1,4.67,1
40888,1,Internet,RoundTrip,4,5,1,5,PENTPE,Malaysia,1,0,0,4.67,1
40889,5,Internet,RoundTrip,105,5,8,4,PENTPE,Malaysia,1,0,0,4.67,0
40890,4,Internet,RoundTrip,20,5,9,5,PENTPE,Malaysia,1,1,0,4.67,0
40891,2,Internet,RoundTrip,11,5,5,6,PENTPE,Malaysia,1,0,0,4.67,0
40892,1,Internet,RoundTrip,9,5,15,4,PENTPE,Malaysia,1,0,0,4.67,1
40893,2,Internet,RoundTrip,221,5,11,2,PENTPE,Malaysia,1,0,0,4.67,0
40894,1,Internet,RoundTrip,25,5,14,3,PENTPE,Taiwan,0,0,1,4.67,0
40895,1,Internet,RoundTrip,8,5,4,6,PENTPE,Malaysia,0,0,1,4.67,0
40896,1,Internet,RoundTrip,6,5,7,3,PENTPE,Malaysia,0,0,0,4.67,0
40897,2,Internet,RoundTrip,13,5,11,5,PENTPE,Malaysia,1,0,0,4.67,0
40898,1,Internet,RoundTrip,46,5,6,4,PENTPE,Malaysia,1,1,1,4.67,0
40899,1,Internet,RoundTrip,20,5,9,3,PENTPE,Malaysia,1,1,0,4.67,1
40900,2,Mobile,RoundTrip,2,5,11,1,PENTPE,Malaysia,1,0,1,4.67,0
40901,1,Internet,RoundTrip,33,5,15,3,PENTPE,Malaysia,1,1,0,4.67,1
40902,2,Internet,RoundTrip,13,5,15,1,PENTPE,Malaysia,1,1,1,4.67,1
40903,1,Internet,RoundTrip,28,5,6,3,PENTPE,Taiwan,1,0,0,4.67,0
40904,1,Internet,RoundTrip,120,5,21,2,PENTPE,Malaysia,1,0,0,4.67,1
40905,3,Internet,RoundTrip,33,5,13,6,PENTPE,Taiwan,1,1,1,4.67,1
40906,2,Internet,RoundTrip,330,5,4,7,PENTPE,Malaysia,0,1,0,4.67,0
40907,1,Mobile,RoundTrip,24,5,7,1,PENTPE,Malaysia,1,1,1,4.67,1
40908,4,Internet,RoundTrip,20,5,15,5,PENTPE,Malaysia,1,0,0,4.67,1
40909,1,Mobile,RoundTrip,75,5,15,3,PENTPE,Malaysia,1,1,1,4.67,1
40910,1,Mobile,RoundTrip,9,5,16,2,PENTPE,Macau,0,0,0,4.67,0
40911,1,Internet,RoundTrip,17,5,11,2,PENTPE,Malaysia,1,0,1,4.67,0
40912,2,Mobile,RoundTrip,9,5,17,4,PENTPE,Malaysia,1,1,0,4.67,0
40913,3,Internet,RoundTrip,19,5,11,1,PENTPE,Malaysia,1,0,0,4.67,0
40914,2,Mobile,RoundTrip,299,5,14,1,PENTPE,Malaysia,0,0,0,4.67,0
40915,1,Internet,RoundTrip,90,5,9,3,PENTPE,Malaysia,0,0,0,4.67,0
40916,1,Internet,RoundTrip,45,5,16,3,PENTPE,Malaysia,0,0,0,4.67,1
40917,3,Internet,RoundTrip,23,5,9,2,PENTPE,Malaysia,1,1,1,4.67,1
40918,1,Internet,RoundTrip,59,5,4,7,PENTPE,Taiwan,0,0,0,4.67,0
40919,1,Internet,RoundTrip,3,5,2,3,PENTPE,Hong Kong,0,0,0,4.67,1
40920,4,Internet,RoundTrip,234,5,13,4,PENTPE,Malaysia,1,0,1,4.67,0
40921,9,Internet,RoundTrip,20,5,14,5,PENTPE,Malaysia,1,0,0,4.67,1
40922,1,Internet,RoundTrip,115,5,8,2,PENTPE,Australia,1,0,0,4.67,1
40923,3,Internet,RoundTrip,54,5,5,5,PENTPE,Italy,1,0,1,4.67,0
40924,1,Internet,RoundTrip,7,5,11,5,PENTPE,Taiwan,1,0,1,4.67,1
40925,2,Internet,RoundTrip,39,5,7,5,PENTPE,Australia,1,1,0,4.67,1
40926,5,Internet,RoundTrip,82,5,15,2,PENTPE,Malaysia,1,1,1,4.67,1
40927,1,Internet,RoundTrip,28,5,11,7,PENTPE,Taiwan,0,0,0,4.67,0
40928,5,Mobile,RoundTrip,171,5,11,6,PENTPE,Malaysia,1,1,0,4.67,1
40929,1,Internet,RoundTrip,19,5,3,2,PENTPE,Malaysia,1,0,0,4.67,1
40930,2,Internet,RoundTrip,25,5,12,2,PENTPE,Taiwan,1,0,0,4.67,1
40931,1,Internet,RoundTrip,2,5,17,5,PENTPE,Malaysia,0,1,0,4.67,1
40932,1,Internet,RoundTrip,153,5,9,6,PENTPE,Taiwan,1,0,1,4.67,0
40933,1,Internet,RoundTrip,23,5,15,1,PENTPE,Malaysia,1,1,1,4.67,0
40934,1,Internet,RoundTrip,19,5,15,7,PENTPE,Singapore,0,0,0,4.67,1
40935,1,Internet,RoundTrip,8,5,6,6,PENTPE,Taiwan,1,0,0,4.67,1
40936,4,Internet,RoundTrip,64,5,5,4,PENTPE,Malaysia,1,0,1,4.67,1
40937,1,Internet,RoundTrip,13,5,0,4,PENTPE,Taiwan,0,0,0,4.67,1
40938,4,Internet,RoundTrip,185,5,14,7,PENTPE,Taiwan,1,0,0,4.67,0
40939,1,Internet,RoundTrip,48,5,4,4,PENTPE,Malaysia,1,0,0,4.67,1
40940,1,Internet,RoundTrip,1,5,3,6,PENTPE,Malaysia,1,1,1,4.67,1
40941,2,Internet,RoundTrip,70,5,18,6,PENTPE,Malaysia,1,0,0,4.67,0
40942,1,Internet,RoundTrip,150,5,4,4,PENTPE,United States,0,0,0,4.67,0
40943,1,Internet,RoundTrip,64,5,14,3,PENTPE,Malaysia,0,0,1,4.67,0
40944,6,Internet,RoundTrip,41,5,13,1,PENTPE,Malaysia,1,1,1,4.67,0
40945,1,Internet,RoundTrip,100,5,13,2,PENTPE,Malaysia,0,0,0,4.67,0
40946,1,Internet,RoundTrip,13,5,12,3,PENTPE,Taiwan,0,0,0,4.67,0
40947,3,Internet,RoundTrip,185,5,15,7,PENTPE,Malaysia,1,0,0,4.67,1
40948,2,Internet,RoundTrip,54,5,3,3,PENTPE,Malaysia,1,0,0,4.67,1
40949,4,Internet,RoundTrip,264,5,15,5,PENTPE,Malaysia,0,0,0,4.67,0
40950,2,Internet,RoundTrip,46,5,6,4,PENTPE,Malaysia,0,0,1,4.67,0
40951,3,Internet,RoundTrip,19,5,5,4,PENTPE,Malaysia,1,0,0,4.67,1
40952,3,Internet,RoundTrip,59,5,8,3,PENTPE,Malaysia,1,0,0,4.67,1
40953,1,Internet,RoundTrip,9,5,5,7,PENTPE,Taiwan,0,0,0,4.67,1
40954,1,Internet,RoundTrip,58,5,3,6,PENTPE,Taiwan,1,0,0,4.67,1
40955,2,Internet,RoundTrip,29,5,14,7,PENTPE,Taiwan,1,0,0,4.67,1
40956,1,Mobile,RoundTrip,28,5,15,6,PENTPE,Taiwan,1,0,0,4.67,1
40957,4,Mobile,RoundTrip,61,5,8,5,PENTPE,Malaysia,1,0,1,4.67,1
40958,1,Internet,RoundTrip,374,5,1,1,PENTPE,Malaysia,1,1,0,4.67,1
40959,2,Internet,RoundTrip,48,5,14,3,PENTPE,Taiwan,1,1,1,4.67,1
40960,1,Internet,RoundTrip,18,5,13,7,PENTPE,Malaysia,0,0,0,4.67,0
40961,1,Internet,RoundTrip,27,5,2,4,PENTPE,Taiwan,0,0,0,4.67,0
40962,4,Internet,RoundTrip,89,5,3,2,PENTPE,Malaysia,1,0,1,4.67,1
40963,1,Internet,RoundTrip,75,5,12,5,PENTPE,Malaysia,0,0,0,4.67,0
40964,3,Internet,RoundTrip,188,5,4,7,PENTPE,Malaysia,1,1,1,4.67,1
40965,1,Internet,RoundTrip,26,5,10,3,PENTPE,Malaysia,1,1,1,4.67,1
40966,2,Internet,RoundTrip,135,5,3,6,PENTPE,Taiwan,1,1,1,4.67,0
40967,1,Internet,RoundTrip,109,5,4,4,PENTPE,Malaysia,1,0,1,4.67,1
40968,2,Internet,RoundTrip,106,5,16,3,PENTPE,Malaysia,0,0,0,4.67,1
40969,4,Internet,RoundTrip,43,5,0,3,PENTPE,Malaysia,1,1,0,4.67,0
40970,5,Internet,RoundTrip,176,5,14,1,PENTPE,Malaysia,1,1,1,4.67,1
40971,5,Internet,RoundTrip,84,5,13,6,PENTPE,Malaysia,1,0,1,4.67,1
40972,1,Internet,RoundTrip,61,5,2,6,PENTPE,Taiwan,1,0,0,4.67,1
40973,1,Mobile,RoundTrip,56,5,16,1,PENTPE,Malaysia,1,0,1,4.67,0
40974,2,Mobile,RoundTrip,12,5,12,4,PENTPE,Taiwan,1,0,0,4.67,0
40975,2,Internet,RoundTrip,405,5,4,3,PENTPE,Malaysia,1,1,1,4.67,0
40976,2,Internet,RoundTrip,20,5,13,5,PENTPE,Taiwan,1,0,1,4.67,1
40977,1,Internet,RoundTrip,89,5,7,6,PENTPE,Malaysia,1,0,0,4.67,0
40978,2,Internet,RoundTrip,52,5,15,1,PENTPE,Malaysia,1,0,1,4.67,1
40979,2,Internet,RoundTrip,21,5,9,4,PENTPE,Malaysia,0,0,0,4.67,0
40980,4,Internet,RoundTrip,138,5,14,4,PENTPE,Malaysia,1,0,0,4.67,1
40981,2,Internet,RoundTrip,131,5,15,5,PENTPE,Malaysia,1,0,0,4.67,0
40982,2,Internet,RoundTrip,5,5,3,5,PENTPE,Malaysia,1,1,1,4.67,0
40983,7,Internet,RoundTrip,42,5,15,3,PENTPE,Malaysia,1,0,1,4.67,0
40984,3,Internet,RoundTrip,87,5,10,1,PENTPE,Malaysia,1,0,0,4.67,1
40985,2,Internet,RoundTrip,26,5,18,6,PENTPE,Taiwan,0,0,0,4.67,1
40986,4,Internet,RoundTrip,108,5,6,3,PENTPE,Malaysia,1,0,0,4.67,1
40987,2,Internet,RoundTrip,23,5,15,5,PENTPE,Malaysia,1,0,0,4.67,1
40988,1,Internet,RoundTrip,23,5,3,3,PENTPE,Malaysia,1,1,0,4.67,0
40989,1,Internet,RoundTrip,96,5,5,5,PENTPE,Malaysia,1,0,1,4.67,1
40990,1,Internet,RoundTrip,9,5,8,7,PENTPE,Malaysia,1,0,1,4.67,1
40991,1,Internet,RoundTrip,55,5,2,4,PENTPE,Taiwan,0,0,0,4.67,0
40992,2,Internet,RoundTrip,407,5,15,2,PENTPE,Malaysia,1,1,1,4.67,0
40993,1,Internet,RoundTrip,20,5,4,3,PENTPE,Malaysia,0,1,1,4.67,1
40994,3,Internet,RoundTrip,12,5,5,7,PENTPE,Malaysia,1,1,1,4.67,0
40995,1,Internet,RoundTrip,374,5,8,1,PENTPE,Malaysia,0,1,0,4.67,1
40996,2,Mobile,RoundTrip,22,5,11,3,PENTPE,Malaysia,1,0,0,4.67,0
40997,1,Mobile,RoundTrip,23,5,7,3,PENTPE,Malaysia,1,1,1,4.67,1
40998,2,Internet,RoundTrip,31,5,6,4,PENTPE,Malaysia,1,0,0,4.67,0
40999,1,Internet,RoundTrip,1,5,7,7,PENTPE,Malaysia,0,0,0,4.67,1
41000,2,Mobile,RoundTrip,24,5,17,2,PENTPE,Malaysia,1,1,0,4.67,0
41001,1,Internet,RoundTrip,33,5,15,5,PENTPE,Taiwan,0,0,0,4.67,0
41002,1,Mobile,RoundTrip,35,5,17,2,PENTPE,Malaysia,1,1,1,4.67,0
41003,1,Internet,RoundTrip,47,5,20,3,PENTPE,Malaysia,1,1,1,4.67,0
41004,1,Internet,RoundTrip,81,5,2,3,PENTPE,Malaysia,1,0,0,4.67,0
41005,2,Internet,RoundTrip,338,5,14,7,PENTPE,Malaysia,1,0,0,4.67,1
41006,1,Internet,RoundTrip,6,5,2,4,PENTPE,Hong Kong,0,0,0,4.67,0
41007,1,Mobile,RoundTrip,167,5,14,4,PENTPE,Singapore,0,1,0,4.67,0
41008,1,Internet,RoundTrip,38,5,15,5,PENTPE,Saudi Arabia,1,1,1,4.67,0
41009,4,Internet,RoundTrip,17,5,3,4,PENTPE,Taiwan,0,0,0,4.67,0
41010,2,Internet,RoundTrip,27,5,3,7,PENTPE,Malaysia,1,1,1,4.67,0
41011,1,Internet,RoundTrip,20,5,10,7,PENTPE,Taiwan,1,1,0,4.67,1
41012,5,Mobile,RoundTrip,109,5,11,7,PENTPE,Malaysia,0,0,0,4.67,1
41013,1,Internet,RoundTrip,5,5,3,1,PENTPE,Malaysia,0,0,0,4.67,0
41014,3,Mobile,RoundTrip,22,5,8,3,PENTPE,Taiwan,0,0,0,4.67,0
41015,1,Internet,RoundTrip,5,5,16,4,PENTPE,Malaysia,0,0,0,4.67,0
41016,1,Internet,RoundTrip,47,5,15,3,PENTPE,Taiwan,0,1,0,4.67,1
41017,1,Internet,RoundTrip,19,5,8,4,PENTPE,Malaysia,0,0,1,4.67,1
41018,3,Internet,RoundTrip,55,5,2,4,PENTPE,Taiwan,1,0,0,4.67,0
41019,2,Internet,RoundTrip,44,5,14,5,PENTPE,Taiwan,1,0,0,4.67,1
41020,1,Internet,RoundTrip,6,5,13,6,PENTPE,Taiwan,0,0,1,4.67,1
41021,6,Mobile,RoundTrip,136,5,10,1,PENTPE,Malaysia,1,0,0,4.67,0
41022,2,Internet,RoundTrip,159,5,7,7,PENTPE,Malaysia,1,0,0,4.67,1
41023,2,Internet,RoundTrip,108,5,9,3,PENTPE,Malaysia,1,0,0,4.67,1
41024,1,Internet,RoundTrip,3,5,6,4,PENTPE,Taiwan,1,1,1,4.67,1
41025,2,Internet,RoundTrip,52,5,17,1,PENTPE,Malaysia,1,1,1,4.67,1
41026,3,Internet,RoundTrip,78,5,7,3,PENTPE,Malaysia,1,0,1,4.67,0
41027,1,Internet,RoundTrip,44,5,7,1,PENTPE,Malaysia,0,0,1,4.67,1
41028,2,Mobile,RoundTrip,11,5,17,4,PENTPE,Malaysia,1,0,0,4.67,0
41029,1,Internet,RoundTrip,9,5,17,2,PENTPE,Malaysia,0,0,0,4.67,0
41030,1,Mobile,RoundTrip,13,5,12,5,PENTPE,Malaysia,1,0,0,4.67,0
41031,1,Internet,RoundTrip,39,5,8,1,PENTPE,Taiwan,0,0,0,4.67,0
41032,6,Internet,RoundTrip,294,5,14,2,PENTPE,Malaysia,1,0,1,4.67,0
41033,5,Internet,RoundTrip,42,5,15,3,PENTPE,Malaysia,1,0,1,4.67,0
41034,1,Internet,RoundTrip,7,5,9,3,PENTPE,Taiwan,1,0,0,4.67,1
41035,2,Internet,RoundTrip,47,5,22,3,PENTPE,Malaysia,0,1,1,4.67,0
41036,4,Internet,RoundTrip,28,5,10,7,PENTPE,Malaysia,1,1,0,4.67,1
41037,1,Internet,RoundTrip,31,5,5,7,PENTPE,Malaysia,0,0,0,4.67,0
41038,3,Internet,RoundTrip,54,5,7,5,PENTPE,Malaysia,0,0,0,4.67,0
41039,1,Internet,RoundTrip,6,5,15,7,PENTPE,Malaysia,0,0,0,4.67,0
41040,2,Internet,RoundTrip,191,5,15,5,PENTPE,Taiwan,1,0,1,4.67,1
41041,4,Internet,RoundTrip,33,5,13,3,PENTPE,Malaysia,1,1,1,4.67,0
41042,1,Internet,RoundTrip,50,5,14,1,PENTPE,Malaysia,1,0,0,4.67,1
41043,1,Internet,RoundTrip,216,5,2,5,PENTPE,Malaysia,1,0,0,4.67,1
41044,1,Internet,RoundTrip,26,5,10,2,PENTPE,Taiwan,1,0,0,4.67,1
41045,1,Mobile,RoundTrip,16,5,7,3,PENWUH,Malaysia,0,1,0,5.13,0
41046,1,Internet,RoundTrip,33,5,4,5,PENXIY,Malaysia,1,0,1,5.0,1
41047,1,Internet,RoundTrip,12,5,9,7,PENXIY,China,0,0,0,5.0,0
41048,1,Internet,RoundTrip,60,5,5,4,PENXIY,Malaysia,0,0,0,5.0,1
41049,1,Internet,RoundTrip,128,5,13,1,PENXIY,Malaysia,1,0,1,5.0,0
41050,4,Internet,RoundTrip,38,5,8,7,PENXIY,Malaysia,1,1,1,5.0,1
41051,2,Internet,RoundTrip,193,5,2,6,PENXIY,Australia,1,0,0,5.0,0
41052,4,Internet,RoundTrip,53,5,4,6,PENXIY,Malaysia,1,1,1,5.0,0
41053,1,Internet,RoundTrip,189,5,10,3,PENXIY,Malaysia,0,0,1,5.0,0
41054,1,Internet,RoundTrip,14,5,12,4,PERPNH,Australia,1,0,0,5.62,0
41055,1,Internet,RoundTrip,173,5,4,4,PERPNH,Australia,0,1,0,5.62,0
41056,1,Mobile,RoundTrip,21,5,5,5,PERPNH,Indonesia,0,1,0,5.62,0
41057,1,Internet,RoundTrip,5,5,12,4,PERPNH,Australia,1,0,0,5.62,0
41058,2,Internet,RoundTrip,15,5,12,3,PERPNH,Australia,1,1,0,5.62,0
41059,1,Internet,RoundTrip,394,5,2,1,PERPNH,Australia,0,0,0,5.62,0
41060,2,Internet,RoundTrip,9,5,12,3,PERPNH,Australia,0,0,0,5.62,0
41061,1,Internet,RoundTrip,15,5,17,2,PERPNH,Australia,0,0,0,5.62,0
41062,1,Internet,RoundTrip,36,5,9,6,PERPNH,Australia,1,1,0,5.62,0
41063,1,Internet,RoundTrip,16,5,6,7,PERPNH,Australia,0,0,0,5.62,0
41064,1,Internet,RoundTrip,20,5,10,4,PERPNH,Australia,0,0,0,5.62,0
41065,1,Internet,RoundTrip,16,5,17,7,PERPNH,Australia,0,1,0,5.62,0
41066,1,Internet,RoundTrip,243,5,5,4,PERPNH,Australia,0,1,0,5.62,0
41067,1,Internet,RoundTrip,30,5,7,5,PERPNH,Australia,1,1,1,5.62,0
41068,2,Mobile,RoundTrip,28,5,22,5,PERPNH,Australia,1,1,0,5.62,0
41069,1,Internet,RoundTrip,10,5,6,7,PERPNH,Australia,0,0,0,5.62,0
41070,1,Internet,RoundTrip,50,5,11,2,PERPNH,Australia,1,1,1,5.62,0
41071,1,Internet,RoundTrip,36,5,11,3,PERPNH,Australia,1,0,0,5.62,1
41072,1,Internet,RoundTrip,180,5,19,4,PERPNH,Australia,0,0,0,5.62,0
41073,2,Internet,RoundTrip,1,5,11,4,PERPNH,Australia,1,1,1,5.62,0
41074,5,Internet,RoundTrip,17,5,20,1,PERPNH,Australia,1,1,0,5.62,0
41075,1,Internet,RoundTrip,21,5,7,3,PERPNH,Australia,0,0,1,5.62,0
41076,1,Internet,RoundTrip,1,5,4,3,PERPNH,Australia,0,0,0,5.62,0
41077,3,Internet,RoundTrip,26,5,14,3,PERPNH,Cambodia,0,0,1,5.62,0
41078,1,Internet,RoundTrip,5,5,9,4,PERPNH,Australia,0,1,0,5.62,0
41079,1,Internet,RoundTrip,54,5,16,7,PERPNH,Australia,1,1,0,5.62,0
41080,1,Internet,RoundTrip,14,5,1,3,PERPNH,Malaysia,0,1,0,5.62,0
41081,1,Internet,RoundTrip,5,5,23,3,PERPNH,Australia,1,1,1,5.62,0
41082,1,Internet,RoundTrip,4,5,13,3,PERPNH,Australia,1,1,0,5.62,0
41083,1,Internet,RoundTrip,21,5,1,4,PERPNH,Australia,1,0,0,5.62,0
41084,1,Internet,RoundTrip,8,5,4,2,PERPNH,Australia,0,0,0,5.62,0
41085,1,Internet,RoundTrip,18,5,12,5,PERPNH,Australia,0,0,1,5.62,0
41086,1,Internet,RoundTrip,50,5,13,6,PERPNH,Australia,1,0,0,5.62,0
41087,1,Internet,RoundTrip,20,5,7,4,PERPNH,Australia,0,0,0,5.62,0
41088,1,Mobile,RoundTrip,14,5,0,3,PERPNH,Australia,0,1,0,5.62,0
41089,5,Internet,RoundTrip,68,5,10,5,PERPNH,Australia,0,0,0,5.62,0
41090,2,Internet,RoundTrip,41,5,3,3,PERPNH,Australia,1,1,1,5.62,0
41091,2,Internet,RoundTrip,20,5,10,3,PERPNH,Australia,1,1,1,5.62,0
41092,1,Internet,RoundTrip,125,5,5,1,PERPUS,South Korea,0,0,0,6.33,0
41093,1,Internet,RoundTrip,104,5,5,3,PERPUS,Australia,0,0,0,6.33,0
41094,1,Internet,RoundTrip,83,5,4,1,PERPUS,Australia,1,0,0,6.33,0
41095,1,Internet,RoundTrip,341,5,11,3,PERPUS,South Korea,0,0,0,6.33,0
41096,2,Internet,RoundTrip,76,5,14,5,PERPVG,Australia,1,0,0,5.62,0
41097,1,Internet,RoundTrip,15,5,11,2,PERPVG,Australia,0,0,0,5.62,0
41098,1,Internet,RoundTrip,290,5,14,5,PERPVG,China,0,0,0,5.62,0
41099,8,Internet,RoundTrip,63,5,13,3,PERPVG,Australia,0,0,0,5.62,0
41100,1,Internet,RoundTrip,17,5,2,1,PERPVG,Singapore,0,0,0,5.62,0
